child_id,chsex,chethnic,chlang,chldrel,preprim,agegr1,lang_math_test,verbal_score,math_score,lang_instr,testlang_lang,raw_lang,perco_lang,testlang_math,raw_maths,perco_maths,lang_primary,typesite_r1,zwfa,zhfa,zbfa,underweight,stunting,thinness,caredu_r1,careage_r1,caresex_r1,carerel_r1,carecantread_r1,ownlandhse_r1,numante,literate_r2,levlwrit_r2,levlread_r2,typesite_r3,hhsize,wi_new,hq_new,sv_new,cd_new,drwaterq_new,toiletq_new,elecq_new,cookingq_new,aniany,ownhouse,entype_r4,timesch_r4,childloc_r4,hwork_r5,no_activ,type_activ,region,hghgrade_4,hghgrade_final,hghgrade_4_num,hghgrade_final_num,care_educ_num,active,wage_employ,self_employ,wage_employII,self_employII,rural_3,IMTI,E_is
31003,Female,Tigrian,Amharic,7,1,6,Amharic,190,8,Amharic,Amharic,17,70.83333587646484,Amharic,17,60.71428680419922,Amharic,1,-1.06,-1.86,0.1,0,0,0,5,57,2,4,0,0,NA,1,3,4,1,3,0.6074073910713196,0.4722222089767456,0.75,0.6000000238418579,1,1,1,0,0,0,4,NA,1,14,1,13,Addis Ababa,10,13,10,13,5,1,1,NA,1,NA,0,0,0
31004,Male,Gurage,Amharic,2,1,7,Amharic,185,13,Amharic,Amharic,19,79.16666412353516,Amharic,23,82.14286041259766,Amharic,1,-2.39,-2.31,-1.1400000000000001,1,1,0,4,35,2,1,0,0,NA,1,3,4,1,6,0.6685185432434082,0.5555555820465088,0.75,0.699999988079071,1,1,1,0,0,0,4,30,1,NA,NA,NA,Addis Ababa,11,11,11,11,4,NA,NA,NA,NA,NA,0,0,0
31005,Female,Amhara,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.54,-1.9000000000000001,-0.51,0,0,0,NA,22,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Addis Ababa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.75
31006,Male,Amhara,Amharic,7,1,6,Amharic,189,25,Amharic,Amharic,20,83.33333587646484,Amharic,24,85.71428680419922,Amharic,1,0.18,-1.24,1.33,0,0,0,8,44,2,1,0,1,NA,1,3,4,1,7,0.6071428656578064,0.5714285969734192,0.75,0.5,1,1,1,0,0,0,1,50,1,0,1,10,Addis Ababa,12,14,12,14,8,0,NA,1,NA,1,0,6,0.75
31007,Male,Amhara,Amharic,7,1,6,Amharic,177,7,Amharic,Amharic,11,45.83333206176758,Amharic,17,60.71428680419922,Amharic,1,-1.8,-0.9400000000000001,-1.87,0,0,0,0,40,2,1,1,0,NA,0,3,3,1,9,0.595678985118866,0.5370370149612427,0.75,0.5,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,Addis Ababa,7,7,7,7,0,NA,NA,NA,NA,NA,0,6,0.75
31008,Female,Amhara,Amharic,7,1,5,Amharic,185,4,NA,NA,NA,NA,NA,NA,NA,Amharic,1,-1.27,-1.26,-0.74,0,0,0,5,38,2,1,0,0,NA,1,3,4,1,3,0.6018518805503845,0.5555555820465088,0.75,0.5,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,Addis Ababa,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,NA,0.75
31009,Male,Other,Amharic,7,1,8,Amharic,186,2,Amharic,Amharic,16,66.66666412353516,Amharic,15,53.57143020629883,Amharic,1,-1.52,-1.56,-0.74,0,0,0,0,28,2,1,1,0,NA,0,3,3,1,5,0.41111111640930176,0.28333333134651184,0.75,0.20000000298023224,1,1,1,0,0,0,4,30,1,0,1,13,Addis Ababa,9,10,9,10,0,0,1,NA,1,NA,0,0,0
31010,Male,Amhara,Amharic,7,1,6,Amharic,174,10,English,Amharic,21,87.5,Amharic,14,50,Amharic,1,-1.32,-1.27,-0.76,0,0,0,9,34,2,1,0,1,NA,0,3,3,1,11,0.6267676949501038,0.5303030014038086,0.75,0.6000000238418579,1,0,1,1,0,0,4,15,0,0,NA,NA,Addis Ababa,12,14,12,14,9,0,0,0,0,0,0,6,0.75
31011,Female,Amhara,Amharic,6,1,8,Amharic,167,6,Amharic,Amharic,16,66.66666412353516,Amharic,8,28.571428298950195,Amharic,1,-0.59,-1.61,0.47000000000000003,0,0,0,5,32,2,1,0,1,NA,1,3,4,1,8,0.5472222566604614,0.2916666567325592,0.75,0.6000000238418579,1,1,1,0,0,0,4,30,1,10,1,12,Addis Ababa,10,10,10,10,5,1,1,NA,0,0,0,6,0.75
31012,Male,Amhara,Amharic,7,1,10,Amharic,171,7,Amharic,Amharic,15,62.5,Amharic,19,67.85713958740234,Amharic,1,-2.58,-2.99,-0.6,1,1,0,0,40,2,1,1,0,NA,1,3,4,1,6,0.40925925970077515,0.2777777910232544,0.75,0.20000000298023224,1,1,1,0,0,0,NA,NA,1,0,1,12,Addis Ababa,8,8,8,8,0,0,1,NA,0,0,0,6,0.75
31013,Male,Amhara,Amharic,7,1,6,Amharic,189,18,Amharic,Amharic,18,75,Amharic,22,78.57142639160156,Amharic,1,-0.73,-1.76,0.59,0,0,0,10,28,2,1,0,1,NA,1,3,4,1,6,0.4185185134410858,0.3055555522441864,0.75,0.20000000298023224,1,1,1,0,1,1,4,30,1,0,1,2,Addis Ababa,12,14,12,14,10,0,NA,1,0,0,0,6,0.75
31014,Female,Oromo,Amharic,7,1,5,Amharic,189,12,NA,NA,NA,NA,NA,NA,NA,Amharic,1,-1.3900000000000001,-1.55,-0.64,0,0,0,10,23,2,1,0,0,NA,1,3,4,1,5,0.7222222089767456,0.5666666626930237,1,0.6000000238418579,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,Addis Ababa,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,0,0,0
31015,Male,Tigrian,Amharic,7,1,7,Amharic,184,7,Amharic,Amharic,16,66.66666412353516,Amharic,19,67.85713958740234,Amharic,1,-2.47,-1.81,-1.8900000000000001,1,0,0,10,20,2,6,0,0,NA,1,3,4,1,3,0.7370370626449585,0.6111111044883728,1,0.6000000238418579,1,1,1,1,1,0,NA,NA,1,9,1,12,Addis Ababa,10,10,10,10,10,1,1,NA,0,0,0,0,0
31016,Male,Gurage,Amharic,2,0,8,Amharic,189,9,Amharic,Amharic,16,66.66666412353516,Amharic,18,64.28571319580078,Amharic,1,-2.81,-3.74,-0.05,1,2,0,0,40,2,1,1,0,NA,0,3,3,1,9,0.7518518567085266,0.5555555820465088,1,0.699999988079071,1,1,1,1,0,0,4,15,1,0,1,12,Addis Ababa,5,8,5,8,0,0,1,NA,0,0,0,0,0
31017,Male,Oromo,Amharic,7,1,6,Amharic,189,9,English,Amharic,21,87.5,Amharic,19,67.85713958740234,Amharic,1,-2.16,-2.66,-0.4,1,1,0,0,35,2,1,1,0,NA,1,3,4,1,5,0.6277778148651123,0.5333333611488342,0.75,0.6000000238418579,1,1,1,0,0,0,NA,NA,1,8,1,12,Addis Ababa,13,13,13,13,0,1,1,NA,0,0,0,0,0
31018,Male,Amhara,Amharic,7,1,6,Amharic,188,10,English,Amharic,19,79.16666412353516,English,22,78.57142639160156,Amharic,1,-1,-0.87,-0.68,0,0,0,6,43,2,1,0,0,NA,0,2,3,1,5,0.605555534362793,0.5666666626930237,0.75,0.5,1,1,1,0,0,0,4,5,0,0,NA,NA,Addis Ababa,12,14,12,14,6,0,0,0,0,0,0,6,0.75
31019,Male,Gurage,Amharic,7,1,7,Amharic,178,0,Amharic,Amharic,14,58.33333206176758,Amharic,22,78.57142639160156,Amharic,1,-2.85,-2.77,-1.23,1,1,0,3,28,2,1,0,0,NA,0,2,3,1,6,0.6425926089286804,0.5277777910232544,1,0.4000000059604645,1,1,1,1,0,0,NA,NA,1,NA,NA,NA,Addis Ababa,7,7,7,7,3,NA,NA,NA,NA,NA,0,0,0
31020,Male,Amhara,Amharic,7,1,9,Amharic,175,9,Amharic,Amharic,14,58.33333206176758,Amharic,17,60.71428680419922,Amharic,1,-0.49,-2.27,1.32,0,1,0,0,45,2,3,1,0,NA,0,2,4,1,5,0.4888888895511627,0.3166666626930237,0.75,0.4000000059604645,1,1,1,0,0,0,4,NA,1,11,1,12,Addis Ababa,6,6,6,6,0,1,1,NA,0,0,0,6,0.75
31021,Female,Amhara,Amharic,7,1,6,Amharic,189,6,Amharic,Amharic,12,50,Amharic,5,17.85714340209961,Amharic,1,-0.96,-1.46,-0.12,0,0,0,0,35,2,1,1,0,NA,1,3,4,1,3,0.7370370626449585,0.6111111044883728,1,0.6000000238418579,1,1,1,1,0,0,1,10,1,NA,NA,NA,Addis Ababa,13,13,13,13,0,NA,NA,NA,NA,NA,0,6,0.75
31022,Male,Amhara,Amharic,7,1,8,Amharic,186,16,English,Amharic,19,79.16666412353516,Amharic,24,85.71428680419922,Amharic,1,-1.4000000000000001,-2.14,0.07,0,1,0,10,31,2,1,0,1,NA,1,3,4,1,5,0.6499999761581421,0.3499999940395355,1,0.6000000238418579,1,1,1,1,0,1,4,20,1,0,1,12,Addis Ababa,10,13,10,13,10,0,1,NA,0,0,0,6,0.75
31023,Male,Tigrian,Amharic,7,0,5,Amharic,196,15,English,Amharic,21,87.5,Amharic,22,78.57142639160156,Amharic,1,1.07,-2.5500000000000003,3.25,0,1,0,4,27,2,1,0,0,NA,1,3,4,1,4,0.6916666626930237,0.375,1,0.699999988079071,1,1,1,1,0,0,1,10,0,9,1,13,Addis Ababa,11,14,11,14,4,1,1,NA,1,NA,0,0,0
31024,Female,Oromo,Amharic,7,1,8,Amharic,160,8,Amharic,Amharic,17,70.83333587646484,Amharic,17,60.71428680419922,Amharic,1,-2.2,-3.4,0.07,1,2,0,28,45,2,1,1,0,NA,1,3,4,1,6,0.47592592239379883,0.2777777910232544,0.75,0.4000000059604645,1,1,1,0,0,0,NA,NA,1,0,NA,NA,Addis Ababa,8,8,8,8,0,0,0,0,0,0,0,0,0
31025,Female,Gurage,Amharic,7,1,6,Amharic,178,10,NA,NA,NA,NA,NA,NA,NA,Amharic,1,NA,NA,NA,NA,NA,NA,2,29,2,1,1,1,NA,0,2,2,1,7,0.5158730149269104,0.5476190447807312,0.5,0.5,1,0,1,0,0,0,NA,NA,NA,11,1,13,Addis Ababa,NA,NA,NA,NA,2,1,1,NA,1,NA,0,0,0
31026,Male,Gurage,Amharic,7,1,9,Amharic,186,4,Amharic,Amharic,13,54.16666793823242,Amharic,19,67.85713958740234,Amharic,1,-2.31,-2.6,-0.6900000000000001,1,1,0,1,29,2,1,0,0,NA,1,3,4,1,12,0.6759259104728699,0.5277777910232544,1,0.5,1,1,1,1,0,0,3,55,1,NA,NA,NA,Addis Ababa,9,9,9,9,1,NA,NA,NA,NA,NA,0,0,0
31027,Male,Amhara,Amharic,7,0,5,Amharic,184,3,Amharic,Amharic,16,66.66666412353516,Amharic,10,35.71428680419922,Amharic,1,-0.11,-0.39,0.17,0,0,0,6,27,2,1,0,0,NA,1,3,4,1,5,0.5611110925674438,0.28333333134651184,1,0.4000000059604645,1,1,1,1,0,0,NA,NA,1,12,1,12,Addis Ababa,10,10,10,10,6,1,1,NA,0,0,0,6,0.75
31028,Male,Amhara,Amharic,7,1,6,Amharic,181,18,English,Amharic,21,87.5,Amharic,23,82.14286041259766,Amharic,1,0.98,0.38,1.07,0,0,0,0,50,2,3,0,0,NA,1,3,4,1,5,0.5666666626930237,0.3499999940395355,0.75,0.6000000238418579,1,1,1,0,0,0,4,NA,1,NA,NA,NA,Addis Ababa,30,30,0,0,0,NA,NA,NA,NA,NA,0,0,0.75
31029,Female,Gurage,Amharic,2,1,9,Amharic,121,0,Amharic,Amharic,NA,NA,Amharic,NA,NA,Amharic,1,-2.6,-1.9100000000000001,-2.0100000000000002,1,0,1,28,40,2,3,0,0,NA,0,3,3,1,11,0.5101010203361511,0.280303031206131,0.75,0.5,1,1,1,0,0,0,4,NA,1,8,1,12,Addis Ababa,5,5,5,5,0,1,1,NA,0,0,0,0,0
31030,Female,Tigrian,Amharic,7,1,7,Amharic,153,1,Amharic,Amharic,9,37.5,Amharic,13,46.42856979370117,Amharic,1,-0.26,0.29,-0.67,0,0,0,0,35,2,1,1,0,NA,1,3,4,1,9,0.38950616121292114,0.26851850748062134,0.5,0.4000000059604645,1,0,1,0,0,0,NA,NA,1,NA,NA,NA,Addis Ababa,9,9,9,9,0,NA,NA,NA,NA,NA,0,0,0
31031,Male,Amhara,Amharic,7,1,8,Amharic,175,9,NA,NA,NA,NA,NA,NA,NA,Amharic,1,-1.49,-1.7,-0.53,0,0,0,7,30,2,1,0,0,NA,0,2,3,1,9,0.7123456597328186,0.5370370149612427,1,0.6000000238418579,1,1,1,1,0,0,NA,NA,NA,0,1,12,Addis Ababa,NA,NA,NA,NA,7,0,1,NA,0,0,0,NA,0.75
31032,Female,Tigrian,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3800000000000001,-0.6,2.13,0,0,0,12,30,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Addis Ababa,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0,0
31033,Female,Tigrian,Tigrigna,7,0,7,Amharic,151,3,Amharic,Amharic,20,83.33333587646484,Amharic,19,67.85713958740234,Amharic,1,-2.27,-2.54,-0.84,1,1,0,2,56,2,4,0,0,NA,1,3,4,1,4,0.6777777671813965,0.3333333432674408,1,0.699999988079071,1,1,1,1,0,0,4,5,1,0,NA,NA,Addis Ababa,9,12,9,12,2,0,0,0,0,0,0,0,0
31034,Male,Tigrian,Amharic,7,NA,NA,NA,NA,NA,Amharic,Amharic,23,95.83333587646484,Amharic,14,50,Amharic,1,-2.14,-2.46,-0.6,1,1,0,10,28,2,1,0,0,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,0,1,13,Addis Ababa,8,9,8,9,10,0,1,NA,1,NA,NA,0,0
31035,Male,Amhara,Amharic,7,1,5,Amharic,191,16,English,Amharic,22,91.66666412353516,Amharic,23,82.14286041259766,Amharic,1,0.65,0.8200000000000001,0.22,0,0,0,12,41,2,1,0,0,NA,1,3,4,1,7,0.591269850730896,0.2738095223903656,1,0.5,1,1,1,1,0,0,4,7,0,0,NA,NA,Addis Ababa,30,14,0,14,12,0,0,0,0,0,0,6,0.75
31036,Female,Gurage,Amharic,7,1,8,Amharic,170,6,Amharic,Amharic,14,58.33333206176758,Amharic,11,39.28571319580078,Amharic,1,-1.84,-1.6500000000000001,-1.18,0,0,0,4,25,2,1,0,0,NA,1,3,4,1,6,0.6259259581565857,0.5277777910232544,0.75,0.6000000238418579,1,1,1,0,0,0,4,NA,1,8,1,13,Addis Ababa,9,10,9,10,4,1,1,NA,1,NA,0,0,0
31037,Female,Amhara,Amharic,7,1,5,Amharic,188,5,Amharic,Amharic,14,58.33333206176758,Amharic,9,32.14285659790039,Amharic,1,-2.0300000000000002,-2.45,-0.61,1,1,0,10,32,2,1,0,0,NA,1,3,4,1,9,0.47283950448036194,0.26851850748062134,0.75,0.4000000059604645,1,1,1,0,0,0,1,60,1,0,NA,NA,Addis Ababa,9,12,9,12,10,0,0,0,0,0,0,6,0.75
31038,Female,Amhara,Amharic,7,1,6,Amharic,186,18,Amharic,Amharic,23,95.83333587646484,Amharic,21,75,Amharic,1,-0.64,-1.71,0.5,0,0,0,0,53,2,3,1,0,NA,1,3,4,1,7,0.47460317611694336,0.2738095223903656,0.75,0.4000000059604645,1,1,1,0,0,0,4,15,0,0,NA,NA,Addis Ababa,12,14,12,14,0,0,0,0,0,0,0,6,0.75
31039,Female,Amhara,Amharic,7,0,5,Amharic,190,15,English,Amharic,22,91.66666412353516,English,22,78.57142639160156,Amharic,1,0.16,0.48,-0.19,0,0,0,3,35,2,1,0,0,NA,1,3,4,1,4,0.7277777791023254,0.5833333134651184,1,0.6000000238418579,1,1,1,1,0,0,4,5,0,8,1,13,Addis Ababa,12,14,12,14,3,1,1,NA,1,NA,0,6,0.75
31040,Female,Amhara,Amharic,7,1,7,Amharic,182,2,Amharic,Amharic,15,62.5,Amharic,16,57.14285659790039,Amharic,1,-2.9,-2.17,-2.17,1,1,1,0,50,2,3,1,0,NA,1,3,4,1,7,0.6904761791229248,0.5714285969734192,1,0.5,1,1,1,1,0,0,4,5,1,NA,NA,NA,Addis Ababa,9,9,9,9,0,NA,NA,NA,NA,NA,0,6,0.75
31041,Male,Tigrian,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.21,-1.48,-1.87,1,0,0,2,50,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Addis Ababa,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0
31042,Female,Gurage,Amharic,2,1,7,Amharic,136,5,Amharic,Amharic,18,75,Amharic,10,35.71428680419922,Amharic,1,-0.16,0.05,-0.29,0,0,0,4,27,2,1,0,0,NA,1,3,4,1,10,0.5666666626930237,0.550000011920929,0.75,0.4000000059604645,1,1,1,0,0,0,1,25,1,8,1,13,Addis Ababa,13,13,13,13,4,1,1,NA,1,NA,0,0,0
31043,Male,Other,Amharic,7,1,6,Amharic,171,8,Amharic,Amharic,18,75,Amharic,20,71.42857360839844,Amharic,1,-1.12,-1.62,-0.06,0,0,0,7,49,2,1,0,0,NA,0,3,3,1,9,0.7185185551643372,0.5555555820465088,1,0.6000000238418579,1,1,1,1,0,0,NA,NA,1,12,1,11,Addis Ababa,10,10,10,10,7,1,NA,1,NA,1,0,0,0
31044,Male,Tigrian,Amharic,7,1,6,Amharic,193,12,Amharic,Amharic,19,79.16666412353516,Amharic,19,67.85713958740234,Amharic,1,-2.16,-1.6400000000000001,-1.6,1,0,0,0,40,2,1,1,0,NA,0,3,1,1,3,0.4185185432434082,0.5555555820465088,0.5,0.20000000298023224,1,0,1,0,0,0,4,30,1,0,NA,NA,Addis Ababa,10,14,10,14,0,0,0,0,0,0,0,0,0
31045,Female,Other,Amharic,7,1,7,Amharic,169,11,Amharic,Amharic,13,54.16666793823242,Amharic,15,53.57143020629883,Amharic,1,1.1300000000000001,-1.08,2.15,0,0,0,0,60,2,3,1,0,NA,1,3,4,1,4,0.644444465637207,0.5833333134651184,0.75,0.6000000238418579,1,1,1,0,0,1,4,10,1,0,NA,NA,Addis Ababa,13,13,13,13,0,0,0,0,0,0,0,0,0
31046,Male,Amhara,Amharic,2,1,7,Amharic,187,10,Amharic,Amharic,23,95.83333587646484,Amharic,22,78.57142639160156,Amharic,1,-2.34,-2.41,-0.9500000000000001,1,1,0,0,40,2,2,1,0,NA,NA,NA,4,1,3,0.4185185134410858,0.3055555522441864,0.75,0.20000000298023224,1,1,1,0,0,0,1,NA,1,8,1,13,Addis Ababa,11,13,11,13,0,1,1,NA,1,NA,0,6,0.75
31047,Female,Amhara,Amharic,7,1,5,Amharic,188,6,NA,NA,NA,NA,NA,NA,NA,Amharic,1,-0.73,-1.18,-0.06,0,0,0,4,59,1,1,0,0,NA,0,3,3,1,8,0.48055556416511536,0.2916666567325592,0.75,0.4000000059604645,1,1,1,0,0,0,NA,NA,NA,0,NA,NA,Addis Ababa,NA,NA,NA,NA,4,0,0,0,0,0,0,NA,0.75
31048,Female,Tigrian,Amharic,7,1,7,Amharic,180,2,Amharic,Amharic,18,75,Amharic,18,64.28571319580078,Amharic,1,-1.12,-2.14,0.27,0,1,0,12,23,2,1,0,0,NA,1,3,4,1,5,0.6555555462837219,0.5666666626930237,1,0.4000000059604645,1,1,1,1,0,0,4,35,1,NA,NA,NA,Addis Ababa,11,11,11,11,12,NA,NA,NA,NA,NA,0,0,0
31050,Female,Amhara,Amharic,7,1,6,Amharic,185,7,Amharic,Amharic,17,70.83333587646484,Amharic,19,67.85713958740234,Amharic,1,-0.29,0.14,-0.5700000000000001,0,0,0,8,36,2,1,0,0,NA,1,3,4,1,8,0.6638888716697693,0.5416666865348816,0.75,0.699999988079071,1,1,1,0,0,0,4,4,1,0,NA,NA,Addis Ababa,12,14,12,14,8,0,0,0,0,0,0,6,0.75
41016,Male,Amhara,Amharic,7,0,10,Amharic,178,3,Amharic,Amharic,17,70.83333587646484,Amharic,10,35.71428680419922,Amharic,1,-1.8800000000000001,-1.96,-0.8,0,0,0,8,27,2,1,0,1,NA,0,2,3,1,10,0.5611110925674438,0.3333333432674408,0.75,0.6000000238418579,1,1,1,0,0,1,4,15,1,8,1,13,Addis Ababa,7,9,7,9,8,1,1,NA,1,NA,0,6,0.75
41046,Female,Amhara,Amharic,7,0,7,Amharic,187,2,Amharic,Amharic,16,66.66666412353516,Amharic,6,21.428571701049805,Amharic,1,-1.11,-0.55,-1.2,0,0,0,6,18,2,5,0,1,NA,0,2,4,1,3,0.7037037014961243,0.6111111044883728,1,0.5,1,1,1,1,0,0,4,20,1,0,NA,NA,Addis Ababa,5,8,5,8,6,0,0,0,0,0,0,6,0.75
121039,Female,Gurage,Gurage,2,0,7,Amharic,166,1,NA,NA,NA,NA,NA,NA,NA,Amharic,2,-3.47,-0.74,-4.71,2,0,2,0,33,2,1,1,1,NA,1,3,4,1,2,0.4277777671813965,0.3333333432674408,0.75,0.20000000298023224,1,1,1,0,0,0,NA,NA,NA,0,1,13,Addis Ababa,NA,NA,NA,NA,0,0,1,NA,1,NA,0,0,0
131040,Female,Wolayta,Wolayta,15,0,10,Amharic,169,0,Amharic,Amharic,8,33.33333206176758,Amharic,17,60.71428680419922,Amharic,2,-0.59,-1.32,0.24,0,0,0,8,21,2,1,0,1,NA,0,1,1,1,3,0.5037037134170532,0.3611111044883728,0.75,0.4000000059604645,1,0,1,1,0,1,4,35,1,NA,NA,NA,Addis Ababa,3,3,3,3,8,NA,NA,NA,NA,NA,0,0,0
161021,Female,Hadiya,Hadiya,2,0,12,Amharic,116,0,Hadiya,Hadiya,8,33.33333206176758,Hadiya,6,21.428571701049805,Hadiya,2,-3.0500000000000003,-3.42,-0.93,2,2,0,4,25,2,1,0,1,NA,0,2,3,1,4,0.6111111044883728,0.3333333432674408,1,0.5,1,1,1,1,0,0,NA,NA,1,0,1,19,Addis Ababa,0,0,0,0,4,0,NA,NA,NA,NA,0,0,0
161040,Female,Hadiya,Hadiya,2,0,12,Amharic,136,NA,Amharic,Amharic,0,0,Amharic,NA,NA,Amharic,2,-1.52,-0.99,-1.3800000000000001,0,0,0,0,50,2,3,1,1,NA,0,1,1,1,4,0.4972222149372101,0.2916666567325592,1,0.20000000298023224,1,1,1,1,0,0,NA,NA,1,NA,NA,NA,Addis Ababa,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
